Ссылка на продукт,Наименование,Цена,Рейтинг пользователей,Описание продукта,Инструкция по применению,Cтрана-производитель
https://goldapple.ru/19000182828-stile-classic-mediterranea,Stile Classic Mediterranea,11248,,"{""title"": ""CULTI MILANO Stile Classic Mediterranea"", ""subtitle"": ""артикул: 19000182828"", ""content"": ""Стеклянный диффузор с этикеткой цвета слоновой кости и крышкой из натурального клёна. Эстетический характер линии CULTI STILE наполнен  чистотой и элегантностью. Аромат Средиземноморья, свежий, с пикантной нотой имбиря, лимона и кедра. <br>\nДля помещения до 10 кв. м, время испарения 3-4 месяца."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""диффузоры""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""цитрусовые""}, {""key"": ""верхние ноты"", ""value"": ""имбирь""}, {""key"": ""средние ноты"", ""value"": ""лимон""}, {""key"": ""базовые ноты"", ""value"": ""кедр""}]}",Поместить ротанговые палочки во флакон с ароматической жидкостью.,Италия
https://goldapple.ru/19000145082-velvet-pomegranate,VELVET POMEGRANATE,8535,,"{""title"": ""BANANA REPUBLIC VELVET POMEGRANATE"", ""subtitle"": ""артикул: 19000145082"", ""content"": ""Аромат от BANANA REPUBLIC создан под впечатлением от захватывающего путешествия по Ирану и от богатой, уникальной персидской культуры. <br>Композиция VELVET POMEGRANATE – это оригинальная парфюмерная интерпретация ноты сочного, свежего граната, согретого ярким солнцем и тёплым песком пустыни. \n<br>Звучание «королевского фрукта» сливается с изящным цветочным аккордом, в котором переплетаются цветы апельсина и жасмин. Восхитительное сочетание нот навевает мысли о традиционной кулинарии региона, а нежные ноты ванили и мускуса добавляют лёгкую сладость и завершают это ароматное путешествие, о котором хочется рассказать. \n\n <br><br>Парфюмер – Christelle Laprade."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""древесные, цветочные, фруктовые""}, {""key"": ""верхние ноты"", ""value"": ""гранат, калабрийский бергамот, ревень""}, {""key"": ""средние ноты"", ""value"": ""тубероза, цветок апельсина, египетский жасмин""}, {""key"": ""базовые ноты"", ""value"": ""мадагаскарская ваниль, пачули, мускус (веганский)""}]}",Только для наружного применения.,Франция
https://goldapple.ru/90151200005-vanilla-blend,Black Vanilla,6360,4.9,"{""title"": ""ZIELINSKI & ROZEN Black Vanilla"", ""subtitle"": ""артикул: 90151200005"", ""content"": ""Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.<br>\nЭрез Розен <br><br>\n\nЗамысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов. <br><br>\n\nВсе ароматы Zielinski&Rozen категории унисекс."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""духи""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""верхние ноты"", ""value"": ""ваниль""}]}",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата. ,Россия
https://goldapple.ru/83670200002-butterfly-mind,Butterfly Mind,7818,4.5,"{""title"": ""STATE OF MIND Butterfly Mind"", ""subtitle"": ""артикул: 83670200002"", ""content"": ""В состав набора входит парфюмерная вода 20 мл в футляре + рефилл 20 мл. Невесомый цветочно-фруктовый аромат Butterfly Mind вызывает ассоциации с природой, молодостью и лёгкостью. На его создание вдохновила красота весны и вечного начала. В этом светлом, романтичном и многогранном аромате нежность белого чая и цветков сакуры гармонирует с фруктовыми нотами фейхоа. Украшают праздничный букет чувственные вишня и мускус. \n<p> \nВерхние ноты: белый чай, цветки сакуры\n<p>\nНоты сердца: фейхоа, белый чай, лесной орех\n<p>\nБазовые ноты: вишня, мускус"", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""наборы миниатюр""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""цветочные""}]}",,Франция
https://goldapple.ru/19000014612-synthetic-jungle,Synthetic Jungle ,29700,,"{""title"": ""FREDERIC MALLE Synthetic Jungle"", ""subtitle"": ""артикул: 19000014612"", ""content"": ""Замысел Synthetic Jungle - создать образ пышной зеленой природы, способной сливаться воедино с кожей. Идеальная симбиотическая природа, напоминающая потерянный рай.\nКомпозиция Synthetic Jungle отражает стремление идеализировать природу с помощью современной композиции. Фредерик Маль убежден, что на 100% натуральные ингредиенты рискуют звучать какофонично, а добавление синтетических компонентов позволяет получить аромат, идеально передающий историю, которая лежит в основе каждого творения. Именно поэтому синтетический компонент, напоминающий по звучанию Гиацинт, был добавлен к зеленому аккорду для получения идеального слияния с цветочными нотами ландыша, жасмина и иланг-иланга. Дубовый мох и пачули выступают в качестве основы, а дерзкий аромат базилика усиливает это ощущение современности.\nИз этой искусной алхимии возникает Synthetic Jungle , одновременно искрящийся и таинственный, переносящий нас в яркие джунгли, но в то же время темные и непроницаемые."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""шипровые""}, {""key"": ""верхние ноты"", ""value"": ""ландыш, жасмин, иланг-иланг""}, {""key"": ""средние ноты"", ""value"": ""дубовый мох и пачули""}, {""key"": ""базовые ноты"", ""value"": ""базилик""}]}",,Франция
https://goldapple.ru/19000226556-diffuser-filler-white-tea,Diffuser filler White Tea,714,,"{""title"": ""TANJEREE Diffuser filler White Tea"", ""subtitle"": ""артикул: 19000226556"", ""content"": ""Рефил для диффузора избавит вас от покупки нового диффузора после того, как в нем закончится ароматическая жидкость, также наполнитель для арома диффузора позволит вам изменять ароматы для дома в зависимости от настроения и ваших предпочтений. В набор входит жидкость для диффузора и палочки для аромо диффузора фибра - 5 шт. Помните, палочки для диффузора имеют ограниченный срок службы. Заменяя рефил-ароматический или доливая тот же аромат меняйте фиброиновые палочки. В линейке жидкостей для ароматического диффузора с палочками представлено несколько ароматов: Белый чай, Марокко, Шампанское, Инжир, Каннаби, Миндаль, Дубаи, Смородина, Хлопок, Санадал, Нероли, Амбра. Парфюм для дома, легко впишется в интерьер и станет украшением дома."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""диффузоры""}, {""key"": ""для кого"", ""value"": ""унисекс""}]}","Откройте бутылочку и с наполнителем и перелейте в диффузор. Если диффузор ранее использовался с другим ароматом, предварительно тщательно промойте его, во избежание смешивания и искажения аромата. С этим наполнителем нужно использовать фибровые палочки. Помните, что палочки имеют ограниченный срок службы, а их поры имеют свойство забиваться. Всегда, заменяя аромат или доливая тот же аромат из наполнителя, меняйте палочки на новые, чтобы продолжать наслаждаться любимым ароматом.",Россия
https://goldapple.ru/19000001973-santal-volcanique,SANTAL VOLCANIQUE,19635,,"{""title"": ""MAISON CRIVELLI SANTAL VOLCANIQUE"", ""subtitle"": ""артикул: 19000001973"", ""content"": ""Вдохновение: Опаленный сандал на склоне извергающегося вулкана.\nУдивительный контраст: Слияние свежих специй и сандалового дерева - кофейный аккорд с чувственными гурманскими оттенками.\nСемейство: древесный, пряный, мускусный.\nКлючевые компоненты:\nВерхние ноты: имбирь, кардамон, лиметта.\nНоты сердца: сандал, кедр, иланг-иланг.\nБазовые ноты: абсолю кофе, мускус."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""древесные""}, {""key"": ""верхние ноты"", ""value"": ""кардамон, лиметта""}, {""key"": ""средние ноты"", ""value"": ""сандал, кедр, иланг-иланг""}, {""key"": ""базовые ноты"", ""value"": ""абсолю кофе, мускус""}]}",,Франция
https://goldapple.ru/83670200004-l-ame-slave,L'Ame Slave,7818,,"{""title"": ""STATE OF MIND L'Ame Slave"", ""subtitle"": ""артикул: 83670200004"", ""content"": ""В состав набора входит парфюмерная вода 20 мл в футляре + рефилл 20 мл. Древесный аромат L'Ame Slave – это воплощение таинственной, независимой и спонтанной славянской души. Глубокая композиция создана на основе нот бергамота и гевеи, к которым присоединяются василёк, степные травы, кедр и серёжки березы. Вдохновением для создания аромата стал Второй концерт для фортепиано с оркестром Сергея Рахманинова. Контрастный и чувственный L'Ame Slave потрясает и позволяет сердцу править, руководить разумом.\n<p>\nВерхние ноты: бергамот, лимон, гевея\n<p>\nНоты сердца: имбирь, мёд, ваниль\n<p>\nБазовые ноты: пуэр, кедр, береза, сандал"", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""наборы миниатюр""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""цитрусовые""}]}",,Франция
https://goldapple.ru/19000127045-1000-miglia,1000 Miglia,6048,4.7,"{""title"": ""CHOPARD 1000 Miglia"", ""subtitle"": ""артикул: 19000127045"", ""content"": ""Аромат с уверенным, сильным характером назван в честь долгого партнёрства бренда Chopard с престижными гонками раритетных автомобилей Mille Miglia Storica. \n<br>Имя парфюмерной композиции также перекликается с названием элитных мужских часов Mille Miglia от Chopard. Знаковый аромат стартует с цветочных нот лаванды и свежести бергамота, усиленной ягодами можжевельника. Парфюмерная гонка набирает скорость – и в лидеры выходят насыщенные зеленые ноты трав, смягченные звучанием фиалки. О захватывающем духе соревнований ретро-автомобилей напоминает оригинальный аккорд кожи и нота асфальта. \n<br>На пути к финишу раскрывается яркий, пьянящий контраст амбры, древесного аккорда и кофейных зерен. \n<br>Парфюмеры – Olivier Polge и Bruno Jovanovic."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""туалетная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""травяные""}, {""key"": ""верхние ноты"", ""value"": ""лаванда, бергамот, можжевельник""}, {""key"": ""средние ноты"", ""value"": ""фиалка, трава, асфальт, кожа""}, {""key"": ""базовые ноты"", ""value"": ""амбра, древесные ноты, кофе""}]}",Только для наружного применения.,Италия
https://goldapple.ru/19000147621-vesper-glitz,VESPER GLITZ ,34400,,"{""title"": ""EX NIHILO VESPER GLITZ"", ""subtitle"": ""артикул: 19000147621"", ""content"": ""Аромат Парижа после наступления темноты, где души свободно тают и расцветают в пылающем хаосе фантастических цветовых гамм.  \n<br/>Красота аромата ночи, в котором  ноты жасмина и мимозы вплетаются в пьянящие амбровые ноты."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""цветочные""}, {""key"": ""верхние ноты"", ""value"": ""розовый перец, мандарин, нероли""}, {""key"": ""средние ноты"", ""value"": ""иланг-иланг, жасмин, мимоза""}, {""key"": ""базовые ноты"", ""value"": ""кедр, бобы тонка, ваниль, мускус""}]}",,Франция
https://goldapple.ru/19000032742-irresistible-eau-de-toilette-fraiche,IRRESISTIBLE EAU DE TOILETTE FRAICHE ,11237,5,"{""title"": ""GIVENCHY  IRRESISTIBLE EAU DE TOILETTE FRAICHE"", ""subtitle"": ""артикул: 19000032742"", ""content"": ""Аромат Irresistible Eau de Toilette Fraiche - это настоящий концентрат сверкающей пряной энергии, танца и искромётной свежести. Irresistible Eau de Toilette Fraiche – это приглашение блистать! \nБазовым компонентом композиции является Дамасская Роза – визитная карточка ароматов Irresistible. Нежность розовой воды наполняет Eau de Toilette Fraiche естественной женственностью и очарованием, а пряный аккорд Розового Перца и терпкого сладкого Апельсина усиливает сияние цветочно-пряного букета. Дополняют композицию ноты Виргинского Кедра. Сливаясь с нежным, обволакивающим Мускусом, древесные аккорды создают незабываемый шлейф и придают аромату соблазнительный акцент.\nПогрузись в очаровательный мир танца вместе с Irresistible Eau de Toilette Fraiche\nПродли ощущение радости и свободы - используй парфюмированный гель для душа и парфюмированное молочко для тела Irresistible."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""туалетная вода""}, {""key"": ""для кого"", ""value"": ""женский""}, {""key"": ""группа ароматов"", ""value"": ""фруктовые""}, {""key"": ""верхние ноты"", ""value"": ""розовый перец, апельсин""}, {""key"": ""средние ноты"", ""value"": ""мускус, виргинский кедр""}, {""key"": ""базовые ноты"", ""value"": ""дамасская роза""}]}",,Франция
https://goldapple.ru/19000132889-78-vintage-green,78 VINTAGE GREEN,3772,5,"{""title"": ""BANANA REPUBLIC 78 VINTAGE GREEN"", ""subtitle"": ""артикул: 19000132889"", ""content"": ""Композиция 78 Vintage Green от Banana Republic – парфюмерное воплощение фантазий о путешествиях и приключениях. Смелое сочетание свежести зелёного чая и чувственности инжира идеально подходит для дерзких исследователей, бесстрашных в жизни и в стиле. Ветивер уравновешивает композицию с зелеными и древесными нотами, делая её комфортной и уместной для любых ситуаций. Парфюмер – Gino Percontino.\n<p>\nСемейство аромата: зеленый цитрусовый древесный"", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""цитрусовые""}, {""key"": ""верхние ноты"", ""value"": ""бергамот, мандарин, зеленые ноты""}, {""key"": ""средние ноты"", ""value"": ""магнолия, жасмин, зеленый чай, инжир""}, {""key"": ""базовые ноты"", ""value"": ""кедр, мускус, ветивер""}]}",Только для наружного применения.,Франция
https://goldapple.ru/19000052224-white-chocola,White chocola,10965,5,"{""title"": ""RICHARD MAISON DE PARFUM White chocola"", ""subtitle"": ""артикул: 19000052224"", ""content"": ""White Chocola от Richar- это настоящие удовольствие для любителей шоколада! Погружение в сладкую бездну, наслаждение легким вкусом пряностей и тонким ароматом сладкой ванили.  Необычное сочетание будет удивлять своим настроением. \nСладкие ноты белого шоколада вместе с теплотой ванили, делают аромат поистине воздушным, довершают этот коктейль цветочные и фруктовые аккорды."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""гурманские""}, {""key"": ""верхние ноты"", ""value"": ""мандарин, мускатный орех, цветок персика""}, {""key"": ""средние ноты"", ""value"": ""белый шоколад, ваниль, миндаль""}, {""key"": ""базовые ноты"", ""value"": ""цветок миндаля, мимоза, ваниль, белый шоколад, цветок черешни""}]}",,ОАЭ
https://goldapple.ru/19000226557-dubai-diffuser-filler,Dubai Diffuser Filler,714,,"{""title"": ""TANJEREE Dubai Diffuser Filler"", ""subtitle"": ""артикул: 19000226557"", ""content"": ""Рефил для диффузора избавит вас от покупки нового диффузора после того, как в нем закончится ароматическая жидкость, также наполнитель для арома диффузора позволит вам изменять ароматы для дома в зависимости от настроения и ваших предпочтений. В набор входит жидкость для диффузора и палочки для аромо диффузора фибра - 5 шт. Помните, палочки для диффузора имеют ограниченный срок службы. Заменяя рефил-ароматический или доливая тот же аромат меняйте фиброиновые палочки. В линейке жидкостей для ароматического диффузора с палочками представлено несколько ароматов: Белый чай, Марокко, Шампанское, Инжир, Каннаби, Миндаль, Дубаи, Смородина, Хлопок, Санадал, Нероли, Амбра. Парфюм для дома, легко впишется в интерьер и станет украшением дома."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""диффузоры""}, {""key"": ""для кого"", ""value"": ""унисекс""}]}","Откройте бутылочку и с наполнителем и перелейте в диффузор. Если диффузор ранее использовался с другим ароматом, предварительно тщательно промойте его, во избежание смешивания и искажения аромата. С этим наполнителем нужно использовать фибровые палочки. Помните, что палочки имеют ограниченный срок службы, а их поры имеют свойство забиваться. Всегда, заменяя аромат или доливая тот же аромат из наполнителя, меняйте палочки на новые, чтобы продолжать наслаждаться любимым ароматом.",Россия
https://goldapple.ru/19760327526-dylan-turquoise,DYLAN TURQUOISE,4816,3.5,"{""title"": ""VERSACE DYLAN TURQUOISE"", ""subtitle"": ""артикул: 19760327526"", ""content"": ""Искрящийся аромат Dylan Turquoise от VERSACE – это ода чувственности истинной женщины. Композиция, напоминающая о тёплом солнце и долгих летних днях, переносит на далёкие острова, где голубое небо встречается с кристально чистой водой, и морской бриз ласкает кожу, пробуждая чувства и волнуя душу. Сочный лимон, словно яркая вспышка света, открывает композицию и придаёт ей лёгкую кислинку. Сицилийский мандарин дополняет это свежее вступление, а розовый перец становится украшением верхних нот. В сердце аромата звучит свежая нота сока гуавы с характерным тропическим ароматом и черная смородина. Нежные лепестки жасмина, придающие композиции воздушную лёгкость, и фрезия создают изысканный цветочный аккорд. Чувственная база аромата объединяет древесные оттенки, мускус и уникальную молекулу Clearwood®, которая привносит яркий современный акцент и делает шлейф ещё более притягательным. Парфюмер – Софи Лаббе."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""туалетная вода""}, {""key"": ""для кого"", ""value"": ""женский""}, {""key"": ""группа ароматов"", ""value"": ""цитрусовые""}, {""key"": ""верхние ноты"", ""value"": ""лимон, сицилийский мандарин и розовый перец""}, {""key"": ""средние ноты"", ""value"": ""сок гуавы, черная смородина, жасмин и фрезия""}, {""key"": ""базовые ноты"", ""value"": ""мускус и молекула clearwood®""}]}",,Италия
https://goldapple.ru/19000015732-yucatan-secret,YUCATAN SECRET,9828,,"{""title"": ""COMPTOIR SUD PACIFIQUE YUCATAN SECRET"", ""subtitle"": ""артикул: 19000015732"", ""content"": ""Comptoir Sud Pacifique нашел вдохновение для аромата Yucatan Secret на полуострове Юкатан с его великолепными природными пейзажами, где джунгли хранят, как хорошо хранимый секрет, «сеноты» и их кристально голубые воды.\nСекрет Юкатана - это ольфакторная история двойственности между Водой и Землей; кристаллические и водные грани сочетаются, никогда не сталкиваясь, с древесными и амбровыми нюансами, чтобы создать настоящую музыкальную симфонию с ритмом без диссонанса! Бергамот в верхних нотах становится нежным и сладковатым от арбуза, затем лаванда, поддерживаемая гранями абсента, играет трели, переходя к роскошному шлейфу из древесных и амбровых аккордов.\nТома Фонтэн, создатель этого творения, прекрасно справляется с устранением всех уголков, и нахождением идеальной гармонии ингредиентов между Водой и Землей, женским и мужским."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""древесные""}, {""key"": ""верхние ноты"", ""value"": ""бергамот, арбуз""}, {""key"": ""средние ноты"", ""value"": ""лаванда, абсент""}, {""key"": ""базовые ноты"", ""value"": ""кашемировое дерево, сандаловое дерево, амбра""}]}",,Франция
https://goldapple.ru/19760313102-90-pure-white,90 Pure White,3490,4.8,"{""title"": ""BANANA REPUBLIC 90 Pure White"", ""subtitle"": ""артикул: 19760313102"", ""content"": ""Аромат 90 Pure White от Banana Republic – это воплощение лёгкости, свежести и света. Воздушная, но в то же время соблазнительная композиция окутывает прозрачной дымкой, сотканной из нот мускуса и лаванды, которые дарят ощущение чистоты. <br>\nЧувственность свежему аромату c цитрусовыми и цветочными аккордами придают базовые ноты ветивера и амбры. <br>\nПарфюмер – Patricia Choux."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""цитрусовые, цветочные""}, {""key"": ""верхние ноты"", ""value"": ""зеленый чай, бергамот, грейпфрут""}, {""key"": ""средние ноты"", ""value"": ""жасмин, листья фиалки, лаванда""}, {""key"": ""базовые ноты"", ""value"": ""ветивер, мускус, амбра""}]}",Только для наружного применения.,США
https://goldapple.ru/19000153562-sensoriel-bloomastral,Sensoriel Bloomastral,13458,,"{""title"": ""J.U.S JOYAU UNIQUE & SENSORIEL Sensoriel Bloomastral"", ""subtitle"": ""артикул: 19000153562"", ""content"": ""Экзотический и пьянящий аромат J.U.S передает атмосферу праздничных вечеров Французской Ривьеры. Композиция объединяет чувственные цветочные, молочные и пряные аккорды. Египетский жасмин, раскрывающий сладкие, гурманские и фруктовые грани, ярко звучит в дуэте с соблазнительным османтусом. <br>\nБазовая нота сандала усиливает магнетизм и выразительность аромата. Лактонная нежность и легкая свежесть зеленых нот делают цветочную композицию обволакивающей и притягательной. Классификация аромата: солнечный, цветочный. Парфюмер – Alexandra Carlin."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""цветочные""}, {""key"": ""верхние ноты"", ""value"": ""османтус""}, {""key"": ""средние ноты"", ""value"": ""жасмин""}, {""key"": ""базовые ноты"", ""value"": ""сандал""}]}","Для наружного применения. 
",Франция
https://goldapple.ru/7201000012-3-l-imperatrice,L’Imperatrice Eau de Toilette,4992,4.9,"{""title"": ""DOLCE&GABBANA L’Imperatrice Eau de Toilette"", ""subtitle"": ""артикул: 7201000012"", ""content"": ""Туалетная вода L'Imperatrice от известного итальянского бренда DOLCE & GABBANA - воплощение женской чувственности, нежности и тайны, которую стремится узнать каждый мужчина.\nЭксклюзивная туалетная вода для роскошных дам\nОбраз, вдохновивший парфюмеров DOLCE & GABBANA на создание композиции L'Imperatrice  - это молодая, независимая и эффектная женщина, обладающая магнетическим шармом, прирожденным обаянием и очаровательной харизмой, перед которой невозможно устоять.\nАромат создает мягкую, но в то же время динамичную и интригующую атмосферу страсти и соблазна, завораживая и увлекая окружающих в мир сладких грез и фантазий. Туалетная вода L'Imperatrice от DOLCE&GABBAN универсальна. Она одинаково хорошо сочетается как с дневным, так и с вечерним нарядом, подчеркивая яркую индивидуальность, неотразимость и безупречное чувство стиля своей обладательницы.\nВерхние ноты аромата раскрываются в роскошном сочетании аккордов экзотических фруктов и розовых цветов. Затем в ансамбль плавно вступают гармоничные ноты сердца, которые проявляются в легком и свежем звучании спелого арбуза и ягод киви. Нежный и чарующий базовый шлейф, сотканный из цветочно-пряных розовых цикламенов и мускуса, наполнит утонченный аромат бодрым, весенним настроением.\nИдеальная гармония содержания и формы\nДля флакона аромата L'Imperatrice DOLCE & GABBANA парфюмеры избрали элегантную классическую форму. Флакон выполнен из прозрачного органического стекла, декорированного стильной надписью с названием композиции и бренда. Черный колпачок символизирует интригу и загадочность, которые сокрыты в бездонных глубинах женской души."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""туалетная вода""}, {""key"": ""для кого"", ""value"": ""женский""}, {""key"": ""группа ароматов"", ""value"": ""акватические, фруктовые, цветочные""}, {""key"": ""верхние ноты"", ""value"": ""розовый перец, киви, ревень""}, {""key"": ""средние ноты"", ""value"": ""жасмин, цикламен""}, {""key"": ""базовые ноты"", ""value"": ""арбуз""}]}",,ОАЭ
https://goldapple.ru/19000182809-my-first-aurum,My first aurum,8607,,"{""title"": ""BAOBAB COLLECTION My first aurum"", ""subtitle"": ""артикул: 19000182809"", ""content"": ""Ароматический диффузор Aurum для дома уже существует в полностью золотом стекле, но мы создали версию с монограммой, вдохновленную 70-ми годами, для современного, творческого преобразования, которое очень соответствует идентичности нашего бренда. <br>\nАромат жасмина и мускуса. Для помещения до 15 кв. м. <br>\nВремя испарения 3-4 месяца."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""диффузоры""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""цветочные""}, {""key"": ""верхние ноты"", ""value"": ""жасмин""}, {""key"": ""средние ноты"", ""value"": ""гальбанум""}, {""key"": ""базовые ноты"", ""value"": ""мускус""}]}",Поместить ротанговые палочки во флакон с ароматической жидкостью.,Франция
https://goldapple.ru/26801300002-baccarat-rouge-540,BACCARAT ROUGE 540,27450,5,"{""title"": ""MAISON FRANCIS KURKDJIAN BACCARAT ROUGE 540"", ""subtitle"": ""артикул: 26801300002"", ""content"": ""Магический альянс Природы и Человека, который трансформирует сырьё в осязаемые элементы. Абсолютное единение человеческого мастерства, природного минерала и огня.  Таким образом родился аромат Baccarat Rouge 540,  лаконичный и в то же время графичный ольфактивный автограф.  Изысканная и яркая парфюмерная вода с цветочно-амбровыми и древесными оттенками."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""парфюмерная вода""}, {""key"": ""для кого"", ""value"": ""унисекс""}, {""key"": ""группа ароматов"", ""value"": ""древесные""}, {""key"": ""верхние ноты"", ""value"": ""жасмин, шафран""}, {""key"": ""средние ноты"", ""value"": ""белый кедр""}, {""key"": ""базовые ноты"", ""value"": ""аккорд серой амбры""}]}",,"«Parfum Francis Kurkdjian SAS», 41, rue Etienne Marcel, 75001 Paris, Франция."
https://goldapple.ru/19000226558-fig-filler-for-the-diffuser,Fig Filler for the diffuser ,714,,"{""title"": ""TANJEREE Fig Filler for the diffuser"", ""subtitle"": ""артикул: 19000226558"", ""content"": ""Рефил для диффузора избавит вас от покупки нового диффузора после того, как в нем закончится ароматическая жидкость, также наполнитель для арома диффузора позволит вам изменять ароматы для дома в зависимости от настроения и ваших предпочтений. В набор входит жидкость для диффузора и палочки для аромо диффузора фибра - 5 шт. Помните, палочки для диффузора имеют ограниченный срок службы. Заменяя рефил-ароматический или доливая тот же аромат меняйте фиброиновые палочки. В линейке жидкостей для ароматического диффузора с палочками представлено несколько ароматов: Белый чай, Марокко, Шампанское, Инжир, Каннаби, Миндаль, Дубаи, Смородина, Хлопок, Санадал, Нероли, Амбра. Парфюм для дома, легко впишется в интерьер и станет украшением дома."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""диффузоры""}, {""key"": ""для кого"", ""value"": ""унисекс""}]}","Откройте бутылочку и с наполнителем и перелейте в диффузор. Если диффузор ранее использовался с другим ароматом, предварительно тщательно промойте его, во избежание смешивания и искажения аромата. С этим наполнителем нужно использовать фибровые палочки. Помните, что палочки имеют ограниченный срок службы, а их поры имеют свойство забиваться. Всегда, заменяя аромат или доливая тот же аромат из наполнителя, меняйте палочки на новые, чтобы продолжать наслаждаться любимым ароматом.",Россия
https://goldapple.ru/7431200001-yellow-diamond,Yellow Diamond ,4816,4.6,"{""title"": ""VERSACE Yellow Diamond"", ""subtitle"": ""артикул: 7431200001"", ""content"": ""Туалетная вода Versace Yellow Diamond — это яркий, роскошный аромат. В нем много чистых цветочных и древесных оттенков. Сначала парфюм Yellow Diamond окутывает свежестью лимона, сладостью нероли, утонченностью бергамота. Эти нотки пленительны, многообещающи. Но вскоре их сменяют нежность водяной лилии, волшебность апельсина, теплота фрезии. Напоследок вода от Versace дарит капельку древесных ароматов и мускуса. Они волнуют, пробуждают скрытые желания. Эту туалетную воду полюбят зрелые женщины, уверенные в собственной неотразимости, и юные красотки, пытающиеся свести с ума мужчин. Ведь ее аромат подчеркивает их исключительность."", ""attributes"": [{""key"": ""тип продукта"", ""value"": ""туалетная вода""}, {""key"": ""для кого"", ""value"": ""женский""}, {""key"": ""группа ароматов"", ""value"": ""фруктовые""}, {""key"": ""верхние ноты"", ""value"": ""лимон, нероли, бергамот""}, {""key"": ""средние ноты"", ""value"": ""лилия, апельсин, фрезия""}, {""key"": ""базовые ноты"", ""value"": ""древесные ноты и мускус""}]}",,Италия
